,bookID,title,authors,average_rating,isbn,isbn13,language_code,num_pages,ratings_count,text_reviews_count,publication_date,publisher,year,number_of_books
166,3657,The Sea,John Banville,3.51,307263118,9.78031E+12,eng,195,586,103,12/7/2005,Alfred A. Knopf,2005,8
167,3659,The Book of Evidence (The Freddie Montgomery Trilogy #1),John Banville,3.71,375725237,9.78038E+12,eng,220,3202,278,6/12/2001,Vintage,2001,8
168,3660,Athena (The Freddie Montgomery Trilogy #3),John Banville,3.66,679736859,9.78068E+12,eng,240,387,29,5/28/1996,Vintage,1996,8
169,3661,Doctor Copernicus  (The Revolutions Trilogy #1),John Banville,3.65,679737995,9.78068E+12,eng,242,583,60,10/12/1993,Vintage,1993,8
170,3664,Shroud (The Cleave Trilogy #2),John Banville,3.66,037572530X,9.78038E+12,eng,257,974,81,6/8/2004,Vintage,2004,8
171,3665,Ghosts,John Banville,3.61,330371851,9.78033E+12,eng,244,33,3,12/17/1998,Picador,1998,8
172,164,The Untouchables,Eliot Ness/Oscar Fraley,3.89,1568491980,9.78157E+12,eng,256,613,31,2/1/1996,Buccaneer Books,1996,1
173,165,Untouchables: My Family's Triumphant Journey Out of the Caste System in Modern India,Narendra Jadhav,3.82,743270797,9.78074E+12,eng,320,308,40,9/27/2005,Scribner,2005,1
174,180,Wrinkles in Time,George Smoot/Keay Davidson,4.01,380720442,9.78038E+12,eng,360,1035,23,10/1/1994,Harper Perennial,1994,1
175,181,A Wrinkle in Time: With Related Readings (A Wrinkle in Time Quintet #1),Madeleine L'Engle,4.0,821925326,9.78082E+12,eng,250,36,6,5/1/2002,EMC/Paradigm Publishing,2002,6
176,2811,A House Like a Lotus (O'Keefe Family  #3),Madeleine L'Engle,3.76,440936853,9.78044E+12,eng,307,3976,163,11/1/1985,Dell,1985,6
177,2814,The Rock That Is Higher: Story as Truth,Madeleine L'Engle,4.12,877887268,9.78088E+12,eng,320,496,48,3/19/2002,Shaw Books,2002,6
178,2819,A Circle of Quiet (Crosswicks Journals #1),Madeleine L'Engle,4.21,62545035,9.78006E+12,eng,246,5236,506,1/1/1984,HarperOne,1984,6
179,14358,A Ring of Endless Light (Austin Family  #4),Madeleine L'Engle,4.15,440910811,9.78044E+12,eng,332,16755,620,9/1/1995,Bantam Doubleday Dell Publishing Group,1995,6
180,24761,An Acceptable Time (Time Quintet  #5),Madeleine L'Engle,3.82,440208149,9.78044E+12,eng,343,16434,639,12/1/1990,Laurel Leaf Books,1990,6
181,204,The Long Shadow (The Morland Dynasty  #6),Cynthia Harrod-Eagles,4.12,751506435,9.78075E+12,eng,367,376,17,6/1/1994,Little  Brown Book Group,1994,8
182,20021,The Tangled Thread (Morland Dynasty  #10),Cynthia Harrod-Eagles,4.32,751506478,9.78075E+12,eng,474,305,8,9/1/1987,Little  Brown Book Group,1987,8
183,20022,The Flood-Tide (Morland Dynasty  #9),Cynthia Harrod-Eagles,4.25,075150646X,9.78075E+12,eng,428,318,7,2/1/1986,Little  Brown Book Group,1986,8
184,20023,The White Road (Morland Dynasty  #28),Cynthia Harrod-Eagles,4.27,751533459,9.78075E+12,eng,480,195,8,11/1/2006,Little  Brown Book Group,2006,8
185,20024,The Maiden (The Morland Dynasty  #8),Cynthia Harrod-Eagles,4.27,751506451,9.78075E+12,eng,413,330,11,2/1/1985,Little  Brown Book Group,1985,8
186,20025,The Oak Apple (Morland Dynasty  #4),Cynthia Harrod-Eagles,4.18,751506419,9.78075E+12,eng,403,460,20,5/1/2001,Little  Brown Book Group,2001,8
187,20026,The Emperor (The Morland Dynasty  #11),Cynthia Harrod-Eagles,4.28,751506486,9.78075E+12,eng,512,261,6,8/1/1988,Little  Brown Book Group,1988,8
188,41999,The Dream Kingdom (The Morland Dynasty  #26),Cynthia Harrod-Eagles,4.34,751533432,9.78075E+12,eng,640,195,7,11/1/2004,Little  Brown Book Group,2004,8
189,205,A Long Shadow (Inspector Ian Rutledge  #8),Charles Todd,4.11,006078671X,9.78006E+12,eng,352,3086,237,1/3/2006,William Morrow,2006,9
190,20233,A False Mirror (Inspector Ian Rutledge  #9),Charles Todd,4.02,60786736,9.78006E+12,eng,384,2519,225,1/9/2007,William Morrow,2007,9
191,20234,Wings of Fire (Inspector Ian Rutledge  #2),Charles Todd,3.99,312965680,9.78031E+12,eng,323,5029,438,5/15/1999,St. Martin's Paperbacks,1999,9
192,20235,A Cold Treachery (Inspector Ian Rutledge  #7),Charles Todd,4.15,553586610,9.78055E+12,eng,416,2997,265,8/30/2005,Bantam,2005,9
193,20236,The Murder Stone,Charles Todd,3.83,553586602,9.78055E+12,eng,416,1492,175,8/31/2004,Bantam,2004,9
194,20237,Legacy of the Dead (Inspector Ian Rutledge  #4),Charles Todd,4.15,553583158,9.78055E+12,eng,356,4081,316,6/1/2001,Bantam Books,2001,9
195,20238,A Fearsome Doubt (Inspector Ian Rutledge  #6),Charles Todd,4.04,553583174,9.78055E+12,eng,384,2815,258,7/29/2003,Bantam,2003,9
196,20239,Watchers of Time (Inspector Ian Rutledge  #5),Charles Todd,3.99,553583166,9.78055E+12,eng,421,3194,326,7/30/2002,Bantam,2002,9
197,20240,Search the Dark (Inspector Ian Rutledge  #3),Charles Todd,4.01,312971281,9.78031E+12,eng,310,3896,324,5/15/2000,St. Martin's Press,2000,9
198,207,Long Way Round: Chasing Shadows Across the World,Ewan McGregor/Charley Boorman/Robert Uhlig,3.94,743499344,9.78074E+12,eng,320,352,44,11/1/2005,Atria Books,2005,1
199,208,A Shadow in Summer (Long Price Quartet  #1),Daniel Abraham,3.6,765313405,9.78077E+12,eng,331,9852,633,3/7/2006,Tor Books,2006,1
200,213,New Hope for the Dead (Hoke Mosely #2),Charles Willeford/James Lee Burke,3.9,1400032490,9.7814E+12,eng,244,821,78,8/10/2004,Vintage Crime/Black Lizard,2004,1
201,214,Sideswipe: A Hoke Moseley Novel,Charles Willeford/Lawrence Block,4.05,1400032482,9.7814E+12,eng,215,731,72,3/8/2005,Vintage Crime/Black Lizard,2005,1
202,216,Miami Blues (Hoke Moseley #1),Charles Willeford/Elmore Leonard,3.94,1400032466,9.7814E+12,eng,191,2897,178,8/10/2004,Vintage Crime/Black Lizard,2004,1
203,230,The Burnt Orange Heresy (Vintage Crime/Black Lizard),Charles Willeford,3.89,679732527,9.78068E+12,eng,144,98,11,10/3/1990,Vintage,1990,2
204,20355,The Burnt Orange Heresy,Charles Willeford,3.9,786706686,9.78079E+12,eng,144,564,49,12/20/1999,Carroll & Graf,1999,2
205,231,I am Charlotte Simmons,Tom Wolfe,3.42,312424442,9.78031E+12,eng,738,20888,1688,8/30/2005,Picador USA,2005,4
206,7444,The Electric Kool-aid Acid Test/The Kandy Kolored Tangerine Flake Streamline Baby/Radical Chic & Mau Mauing the Flak Catchers,Tom Wolfe,3.97,965079929,9.78097E+12,eng,943,299,14,12/1/1990,Quality Paperback Book Club,1990,4
207,15209,Radical Chic & Mau-Mauing the Flak Catchers,Tom Wolfe,3.77,553380621,9.78055E+12,eng,144,2288,106,10/5/1999,Bantam,1999,4
208,41005,The Right Stuff,Tom Wolfe,4.24,1579124585,9.78158E+12,eng,304,213,24,5/1/2005,Black Dog & Leventhal,2005,4
209,237,Poetry for Young People: Edward Lear,Edward Lear/Laura Huliska-Beith/Edward Mendelson,3.91,806930772,9.78081E+12,eng,48,66,19,10/1/2001,Sterling,2001,1
210,244,The Puffin Book of Nonsense Verse,Quentin Blake,4.02,140366601,9.78014E+12,eng,287,81,6,10/3/1996,Puffin,1996,2
211,20424,Clown,Quentin Blake,3.98,805059334,9.78081E+12,eng,32,384,47,9/15/1998,Henry Holt and Co. (BYR),1998,2
212,245,Henry Miller on Writing,Henry Miller/Thomas H. Moore,4.22,811201120,9.78081E+12,eng,217,981,52,2/1/1964,New Directions Publishing,1964,1
213,247,Quiet Days in Clichy,Henry Miller,3.69,080213016X,9.7808E+12,eng,154,3381,141,1/13/1994,Grove Press,1994,6
214,250,Tropic of Capricorn,Henry Miller,3.78,802151825,9.7808E+12,eng,348,14872,459,1/13/1994,Grove Press,1994,6
215,251,Nexus (The Rosy Crucifixion  #3),Henry Miller,4.1,802151787,9.7808E+12,eng,316,3261,58,1/13/1994,Grove Press,1994,6
216,252,Sexus (The Rosy Crucifixion  #1),Henry Miller,3.98,802151809,9.7808E+12,eng,506,7805,251,1/12/1994,Grove Press,1994,6
217,253,The Air-Conditioned Nightmare,Henry Miller,3.83,811201066,9.78081E+12,eng,292,2699,142,1/17/1970,New Directions,1970,6
218,9262,The Books in My Life,Henry Miller,3.81,811201082,9.78081E+12,eng,327,709,29,1/17/1969,New Directions,1969,6
219,249,Tropic of Cancer,Henry Miller/JiÅ™Ã­ NÃ­l,3.68,802131786,9.7808E+12,eng,318,53206,2376,1/6/1994,Grove Press,1994,1
220,264,The Portrait of a Lady,Henry James/Patricia Crick,3.78,141439637,9.78014E+12,eng,797,61640,1951,9/30/2003,Penguin Classics,2003,1
221,269,The Portrait of a Lady,Henry James/Gabriel Brownstein/Mary Cregan,3.78,1593080964,9.78159E+12,eng,635,392,41,1/16/2004,Barnes  Noble Classics,2004,1
222,277,Writing,Marguerite Duras,3.75,1571290532,9.78157E+12,eng,91,778,44,5/6/1999,Brookline Books,1999,1
223,278,The War,Marguerite Duras/Barbara Bray,3.85,1565842219,9.78157E+12,eng,192,963,65,8/1/1994,The New Press,1994,3
224,20420,Practicalities,Marguerite Duras/Barbara Bray,3.98,802133118,9.7808E+12,eng,143,226,19,10/22/1993,Grove Press,1993,3
225,20423,India Song,Marguerite Duras/Barbara Bray,3.57,802131352,9.7808E+12,eng,146,289,9,1/13/1994,Grove Press,1994,3
226,280,The Ravishing of Lol Stein,Marguerite Duras/Richard Seever,3.66,394743040,9.78039E+12,eng,181,2057,128,3/12/1986,Pantheon,1986,1
227,285,Love Letters,Kahlil Gibran/Suheil Bushrui/Salma H. Al-Kuzbari,3.68,1851681825,9.78185E+12,eng,178,203,8,7/1/1999,One World (UK),1999,1
228,288,Kahlil Gibran: His Life and World,Jean Gibran/Ø¬Ø¨Ø±Ø§Ù† Ø®Ù„ÙŠÙ„ Ø¬Ø¨Ø±Ø§Ù†/Kahlil Gibran,4.21,156656249X,9.78157E+12,eng,464,35,2,4/1/1998,Interlink Publishing Group,1998,1
229,289,The Beloved: Reflections on the Path of the Heart,Kahlil Gibran/John Walbridge/Robin Waterfield,4.19,014019553X,9.78014E+12,eng,102,328,16,1/1/1998,Penguin Books,1998,1
230,290,Jesus the Son of Man,Kahlil Gibran/Ø¬Ø¨Ø±Ø§Ù† Ø®Ù„ÙŠÙ„ Ø¬Ø¨Ø±Ø§Ù†,3.98,394431243,9.78039E+12,eng,216,1308,82,2/21/1995,Knopf,1995,2
231,292,Sand and Foam,Kahlil Gibran/Ø¬Ø¨Ø±Ø§Ù† Ø®Ù„ÙŠÙ„ Ø¬Ø¨Ø±Ø§Ù†,4.08,067943920X,9.78068E+12,eng,100,3015,217,6/14/2011,Knopf,2011,2
232,291,The Broken Wings,Kahlil Gibran/Ø¬Ø¨Ø±Ø§Ù† Ø®Ù„ÙŠÙ„ Ø¬Ø¨Ø±Ø§Ù†/Anthony Rizcallah Ferris,3.92,806501901,9.78081E+12,eng,132,6432,517,3/3/2003,Citadel,2003,1
233,295,Treasure Island,Robert Louis Stevenson,3.83,753453800,9.78075E+12,eng,311,318753,6734,9/15/2001,Kingfisher,2001,2
234,297,Treasure Island,Robert Louis Stevenson,3.83,1416500294,9.78142E+12,eng,245,5967,276,6/1/2005,Simon & Schuster,2005,2
235,296,Treasure Island,Robert Louis Stevenson/Scott McKowen,3.83,1402714572,9.7814E+12,eng,213,420,42,10/1/2004,Sterling Children's Books,2004,1
236,298,Treasure Island,Robert Louis Stevenson/N.C. Wyeth/Timothy Meis,3.83,689854684,9.78069E+12,eng,64,104,14,7/1/2003,Atheneum Books for Young Readers,2003,1
237,299,Treasure Island,Robert Louis Stevenson/Milo Winter,3.83,517221144,9.78052E+12,eng,272,56,4,9/3/2002,Gramercy Books,2002,1
238,302,Treasure Island (Great Illustrated Classics),Deidre S. Laiken/A.J. McAllister/Robert Louis Stevenson,4.05,1577658051,9.78158E+12,eng,232,91,16,1/31/2006,Abdo Publishing Company,2006,1
239,313,100 Years of Lynchings,Ralph Ginzburg,4.61,933121180,9.78093E+12,eng,270,88,4,11/22/1996,Black Classic Press,1996,1
240,330,On Beyond Zebra!,Dr. Seuss,4.04,394800842,9.78039E+12,eng,64,2815,164,9/12/1955,Random House Books for Young Readers,1955,15
241,7769,Dr. Seuss's ABC,Dr. Seuss,4.08,679882812,9.78068E+12,eng,21,27139,731,11/26/1996,Random House,1996,15
242,7772,Dr. Seuss's Sleep Book,Dr. Seuss,4.17,394800915,9.78039E+12,eng,58,8967,351,7/24/2012,New York: Random House,2012,15
243,7775,Happy Birthday to You!,Dr. Seuss,4.13,394800761,9.78039E+12,eng,64,4344,262,8/12/1959,Random House Books for Young Readers,1959,15
244,7777,McElligot's Pool,Dr. Seuss,4.06,394800834,9.78039E+12,eng,64,4560,253,9/12/1947,Random House Books for Young Readers,1947,15
245,7778,The Cat in the Hat,Dr. Seuss,4.17,679891110,9.78068E+12,eng,61,289,4,11/11/1997,Random House Books for Young Readers,1997,15
246,7779,Horton Hears a Who!,Dr. Seuss,4.18,679800034,9.78068E+12,eng,64,89920,1207,10/10/1990,Random House Books for Young Readers,1990,15
247,7781,The 500 Hats of Bartholomew Cubbins,Dr. Seuss,4.04,039484484X,9.78039E+12,eng,56,13097,324,12/9/1989,Random House Books for Young Readers,1989,15
248,7783,Oh Say Can You Say?,Dr. Seuss,4.01,7175221,9.78001E+12,eng,36,5868,162,11/1/2005,London : Collins  2004.,2005,15
249,7784,The Lorax,Dr. Seuss,4.35,679889108,9.78068E+12,eng,72,260054,3532,2/24/1998,Random House Books for Young Readers,1998,15
250,7785,I Can Read With My Eyes Shut!,Dr. Seuss,4.2,7158513,9.78001E+12,eng,48,16917,444,5/6/2003,HarperCollinsChildrenâ€™sBooks,2003,15
251,7789,Daisy-Head Mayzie,Dr. Seuss,3.87,679867120,9.78068E+12,eng,56,3196,137,1/11/1995,Random House Books for Young Readers,1995,15
252,11301,Horton Hatches the Egg,Dr. Seuss,4.16,7175191,9.78001E+12,eng,64,37851,597,10/2/2004,Harpercollins Children's Books,2004,15
253,24682,Oh  The Places Youâ€™ll Go!,Dr. Seuss,4.35,7158521,9.78001E+12,eng,48,969,75,5/6/2003,HarperCollinsChildrenâ€™sBooks,2003,15
254,28351,And to Think That I Saw It on Mulberry Street,Dr. Seuss,4.0,7169922,9.78001E+12,eng,64,19663,482,8/4/2003,Vanguard Press,2003,15
255,332,The Wedding Clause,Debbie Raleigh,3.6,821778250,9.78082E+12,eng,256,95,13,6/7/2005,Zebra,2005,1
256,333,The Zebra Wall,Kevin Henkes,3.44,60733039,9.78006E+12,eng,147,217,24,2/15/2005,Greenwillow Books,2005,4
257,20687,Lilly's Big Day,Kevin Henkes,4.2,60742364,9.78006E+12,eng,40,3177,205,3/28/2006,Greenwillow Books,2006,4
258,20692,Chester's Way,Kevin Henkes,4.22,688154727,9.78069E+12,eng,32,5218,294,9/22/1997,Greenwillow Books,1997,4
259,20694,Julius  the Baby of the World,Kevin Henkes,4.28,688143881,9.78069E+12,eng,32,6697,348,9/21/1995,Greenwillow Books,1995,4
260,348,The Door Into Summer,Robert A. Heinlein,4.01,345413997,9.78035E+12,eng,304,17232,649,6/17/1997,Del Rey,1997,18
261,350,Stranger in a Strange Land,Robert A. Heinlein,3.92,441788386,9.78044E+12,eng,528,251872,6241,10/1/1991,Ace,1991,18
262,354,To Sail Beyond the Sunset,Robert A. Heinlein,3.87,441748600,9.78044E+12,eng,434,10293,193,6/1/1988,Ace Books,1988,18
263,355,Job: A Comedy of Justice,Robert A. Heinlein,3.78,345316509,9.78035E+12,eng,439,15970,438,10/12/1985,Del Rey,1985,18
264,356,Time for the Stars (Heinlein's Juveniles  #10),Robert A. Heinlein,3.97,765314932,9.78077E+12,eng,256,6898,200,8/8/2006,Tor Books,2006,18
265,14336,Stranger In A Strange Land,Robert A. Heinlein,3.92,340837950,9.78034E+12,eng,672,561,48,3/14/2005,Hodder & Stoughton,2005,18
266,16682,Rocket Ship Galileo (Heinlein's Juveniles  #1),Robert A. Heinlein,3.71,044101237X,9.78044E+12,eng,211,6329,145,12/28/2004,Ace,2004,18
267,16683,Tunnel in the Sky (Heinlein's Juveniles  #9),Robert A. Heinlein,3.94,1416505512,9.78142E+12,eng,262,10249,356,4/1/2005,Pocket Books,2005,18
268,16685,The Cat Who Walks Through Walls (The World As Myth),Robert A. Heinlein,3.7,441094996,9.78044E+12,eng,388,19427,572,6/1/1988,Ace Books,1988,18
269,16686,The Fantasies of Robert A. Heinlein,Robert A. Heinlein,3.9,312875576,9.78031E+12,eng,342,788,45,5/17/2002,Tor Books,2002,18
270,16689,Citizen of the Galaxy,Robert A. Heinlein,3.99,1416505520,9.78142E+12,eng,288,11800,413,5/1/2005,Pocket Books: Gallery Books,2005,18
271,16690,The Moon is a Harsh Mistress,Robert A. Heinlein,4.17,340837942,9.78034E+12,eng,288,93782,2466,3/14/2005,Hodder & Stoughton,2005,18
272,17202,To Sail Beyond the Sunset,Robert A. Heinlein,3.87,399132678,9.7804E+12,eng,416,98,6,7/7/1987,G.P. Putnam's Sons,1987,18
273,17208,Friday,Robert A. Heinlein,3.84,345414004,9.78035E+12,eng,384,23064,476,6/17/1997,Del Rey,1997,18
274,17214,Starship Troopers,Robert A. Heinlein,4.01,441783589,9.78044E+12,eng,335,164740,3962,5/15/1987,Ace Book,1987,18
275,17215,Starship Troopers,Robert A. Heinlein,4.01,441014100,9.78044E+12,eng,280,1100,165,6/27/2006,Ace,2006,18
276,17216,Starship Troopers,Robert A. Heinlein,4.01,1568654308,9.78157E+12,eng,205,172,20,8/1/1997,Ace/SFBC,1997,18
277,20417,Have Space Suitâ€”Will Travel,Robert A. Heinlein,3.9,1416505490,9.78142E+12,eng,276,23541,661,2/8/2005,Pocket Books,2005,18
278,362,Wish You Were Here: The Official Biography of Douglas Adams,Nick  Webb,4.14,345476514,9.78035E+12,eng,368,2623,49,12/27/2005,Del Rey,2005,1
279,367,Douglas Adams's Starship Titanic,Terry Jones,3.6,345368436,9.78035E+12,eng,256,885,84,10/27/1998,Ballantine Books,1998,1
280,382,The Phantom Tollbooth: A Children's Play in Two Acts,Susan Nanus/Norton Juster,4.13,573650969,9.78057E+12,eng,72,100,13,1/12/2011,Samuel French  Inc.,2011,1
281,385,On Bullshit,Harry G. Frankfurt,3.57,691122946,9.78069E+12,eng,67,9358,995,1/30/2005,Princeton University Press,2005,1
282,386,Another Bullshit Night in Suck City,Nick Flynn,3.78,393329402,9.78039E+12,eng,347,9318,907,9/12/2005,W. W. Norton & Company,2005,2
283,20657,Some Ether,Nick Flynn,4.16,1555973035,9.78156E+12,eng,85,1683,87,5/1/2000,Graywolf Press,2000,2
284,394,Lincoln at Gettysburg: The Words That Remade America,Garry Wills,4.14,671867423,9.78067E+12,eng,317,120,15,6/12/1993,Simon & Schuster,1993,7
285,1702,Saint Augustine,Garry Wills,3.55,143035983,9.78014E+12,eng,176,259,30,8/30/2005,Penguin Books,2005,7
286,9515,Henry Adams and the Making of America,Garry Wills,3.79,618134301,9.78062E+12,eng,480,95,20,9/14/2005,Houghton Mifflin Harcourt,2005,7
287,20807,Inventing America: Jefferson's Declaration of Independence,Garry Wills,3.93,618257764,9.78062E+12,eng,432,161,16,11/14/2002,Mariner Books,2002,7
288,20809,Lincoln at Gettysburg: The Words That Remade America,Garry Wills,4.14,743299639,9.78074E+12,eng,320,6876,197,11/14/2006,Simon  Schuster,2006,7
289,20810,Venice: Lion City: The Religion of Empire,Garry Wills,3.76,671047647,9.78067E+12,eng,416,124,20,9/3/2002,Washington Square Press,2002,7
290,29435,Nixon Agonistes: The Crisis of the Self-Made Man,Garry Wills,4.12,618134328,9.78062E+12,eng,640,430,32,11/14/2002,Mariner Books,2002,7
291,397,The Gettysburg Address,Abraham Lincoln/Michael McCurdy,4.53,395883970,9.7804E+12,eng,32,5239,76,2/2/1998,HMH Books for Young Readers,1998,1
292,399,Underworld,Don DeLillo,3.92,684848155,9.78068E+12,eng,827,1505,175,7/9/1998,Scribner,1998,14
293,400,Libra,Don DeLillo,3.99,140156046,9.78014E+12,eng,480,11857,564,5/1/1991,Penguin,1991,14
294,403,Americana,Don DeLillo,3.43,140119485,9.78014E+12,eng,377,393,55,7/6/1989,Penguin Books,1989,14
295,404,Running Dog,Don DeLillo,3.43,679722947,9.78068E+12,eng,256,1356,72,7/17/1989,Vintage Contemporaries,1989,14
296,406,Cosmopolis,Don DeLillo,3.22,743244257,9.78074E+12,eng,224,460,41,4/6/2004,Scribner,2004,14
297,407,Great Jones Street,Don DeLillo,3.48,140179178,9.78014E+12,eng,272,2492,145,1/1/1994,Penguin Books,1994,14
298,408,The Names,Don DeLillo,3.64,679722955,9.78068E+12,eng,339,3100,212,7/17/1989,Vintage,1989,14
299,11762,White Noise,Don DeLillo,3.87,140283307,9.78014E+12,eng,320,55821,2523,6/1/1999,Penguin Books,1999,14
300,11765,Americana,Don DeLillo,3.43,2868698220,9.78287E+12,eng,454,3683,238,8/10/1993,Actes Sud,1993,14
301,11766,Love-Lies-Bleeding,Don DeLillo,3.41,743273060,9.78074E+12,eng,112,300,24,1/10/2006,Scribner,2006,14
302,11767,The Body Artist,Don DeLillo,3.24,743203968,9.78074E+12,eng,128,7201,500,2/5/2002,Scribner,2002,14
303,19022,Valparaiso,Don DeLillo,3.33,033042694X,9.78033E+12,eng,107,383,21,4/1/2004,Pan MacMillan,2004,14
304,28700,Falling Man,Don DeLillo,3.21,1416546022,9.78142E+12,eng,246,10304,1092,5/15/2007,Scribner,2007,14
305,28701,Ratner's Star,Don DeLillo,3.49,009992840X,9.7801E+12,eng,448,1548,98,7/16/1992,Vintage,1992,14
306,409,Against the Day,Thomas Pynchon,4.13,159420120X,9.78159E+12,eng,1085,5296,587,11/21/2006,Penguin Press,2006,9
307,410,V.,Thomas Pynchon,3.96,60930217,9.78006E+12,eng,547,1415,177,7/5/2005,Harper Perennial Modern Classics,2005,9
308,411,The Crying of Lot 49,Thomas Pynchon,3.69,60931671,9.78006E+12,eng,152,2161,230,4/1/1999,Harper Perennial,1999,9
309,412,Gravity's Rainbow,Thomas Pynchon,4.01,140283382,9.78014E+12,eng,784,762,213,1/1/2000,Penguin Books,2000,9
310,414,Vineland,Thomas Pynchon,3.69,141180633,9.78014E+12,eng,385,702,69,9/1/1997,Penguin Classics,1997,9
311,415,Gravity's Rainbow,Thomas Pynchon,4.01,143039946,9.78014E+12,eng,776,29764,2164,10/31/2006,Penguin Books,2006,9
312,416,Slow Learner: Early Stories,Thomas Pynchon,3.5,316724432,9.78032E+12,eng,193,334,34,4/30/1985,Back Bay Books,1985,9
313,2794,The Crying of Lot 49,Thomas Pynchon,3.69,006091307X,9.78006E+12,eng,152,57011,3332,10/17/2006,Harper Perennial,2006,9
314,5814,Slow Learner: Early Stories,Thomas Pynchon,3.5,99532514,9.7801E+12,eng,208,3169,161,2/16/1995,Vintage Classics,1995,9
315,413,Mason & Dixon,Thomas Pynchon/Christophe Claro/Brice Matthieussent,4.07,312423209,9.78031E+12,eng,773,8086,602,1/3/2004,Picador USA,2004,1
316,418,Been Down So Long It Looks Like Up To Me,Richard FariÃ±a/Thomas Pynchon,3.8,140189300,9.78014E+12,eng,352,2473,220,8/29/1996,Penguin Classics,1996,1
317,420,The Year of Magical Thinking,Joan Didion,3.89,140004314X,9.7814E+12,eng,227,2656,336,10/4/2005,Knopf Publishing Group,2005,8
